sample_id	data_type	size_bytes	data_attributes	browser_attributes
HG01081	assembly	1800000000	{"description": "chm13 vs HG01081 hap2"}	{"coordinate": "chm13", "querygenome": "HG01081_2", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01081/hap2_vs_chm13.gz", "name": "chm13 vs HG01081 hap2"}
HG01081	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01081_2", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01081/RepeatMasker.hap2.bb", "name": "hap2 RepeatMasker", "metadata": {"genome": "HG01081_2"}}
HG01081	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01081_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01081.bed.gz", "name": "hap2 CpG islands", "metadata": {"genome": "HG01081_2"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01081	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01081_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01081_PacBio.bed.gz", "name": "hap2 HMM Flagger (PacBio)", "metadata": {"genome": "HG01081_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01081	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01081_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01081_ONT.bed.gz", "name": "hap2 HMM Flagger (ONT)", "metadata": {"genome": "HG01081_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01081	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01081_2", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01081/methylation.ONT.hap2.modbed.gz", "name": "hap2 ONT methylation", "metadata": {"genome": "HG01081_2"}, "options": {"color": "#06b6d4"}}
HG01081	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01081_2", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01081/methylation.PacBio.hap2.methylc.gz", "name": "hap2 PacBio methylation", "metadata": {"genome": "HG01081_2"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
HG01099	chromatin_conformation	3800000000	{"description": "Omni-C"}	{"coordinate": "chm13", "type": "hic", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/chm13.hic", "name": "HG01099 Omni-c", "options": {"displayMode": "heatmap", "normalization": "KR", "binSize": "10000"}}
HG01099	assembly	1800000000	{"description": "hg38 vs HG01099 hap1"}	{"coordinate": "hg38", "querygenome": "HG01099_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/hap1_vs_hg38.gz", "name": "hg38 vs HG01099 hap1"}
HG01099	assembly	1800000000	{"description": "chm13 vs HG01099 hap1"}	{"coordinate": "chm13", "querygenome": "HG01099_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/hap1_vs_chm13.gz", "name": "chm13 vs HG01099 hap1"}
HG01099	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01099_1", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/RepeatMasker.hap1.bb", "name": "hap1 RepeatMasker", "metadata": {"genome": "HG01099_1"}}
HG01099	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01099_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01099.bed.gz", "name": "hap1 CpG islands", "metadata": {"genome": "HG01099_1"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01099	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01099_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01099_PacBio.bed.gz", "name": "hap1 HMM Flagger (PacBio)", "metadata": {"genome": "HG01099_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01099	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01099_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01099_ONT.bed.gz", "name": "hap1 HMM Flagger (ONT)", "metadata": {"genome": "HG01099_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01099	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01099_1", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/methylation.ONT.hap1.modbed.gz", "name": "hap1 ONT methylation", "metadata": {"genome": "HG01099_1"}, "options": {"color": "#06b6d4"}}
HG01099	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01099_1", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/methylation.PacBio.hap1.methylc.gz", "name": "hap1 PacBio methylation", "metadata": {"genome": "HG01099_1"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
HG01099	assembly	1800000000	{"description": "hg38 vs HG01099 hap2"}	{"coordinate": "hg38", "querygenome": "HG01099_2", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/hap2_vs_hg38.gz", "name": "hg38 vs HG01099 hap2"}
HG01099	assembly	1800000000	{"description": "chm13 vs HG01099 hap2"}	{"coordinate": "chm13", "querygenome": "HG01099_2", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/hap2_vs_chm13.gz", "name": "chm13 vs HG01099 hap2"}
HG01099	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01099_2", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/RepeatMasker.hap2.bb", "name": "hap2 RepeatMasker", "metadata": {"genome": "HG01099_2"}}
HG01099	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01099_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01099.bed.gz", "name": "hap2 CpG islands", "metadata": {"genome": "HG01099_2"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01099	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01099_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01099_PacBio.bed.gz", "name": "hap2 HMM Flagger (PacBio)", "metadata": {"genome": "HG01099_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01099	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01099_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01099_ONT.bed.gz", "name": "hap2 HMM Flagger (ONT)", "metadata": {"genome": "HG01099_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01099	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01099_2", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/methylation.ONT.hap2.modbed.gz", "name": "hap2 ONT methylation", "metadata": {"genome": "HG01099_2"}, "options": {"color": "#06b6d4"}}
HG01099	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01099_2", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01099/methylation.PacBio.hap2.methylc.gz", "name": "hap2 PacBio methylation", "metadata": {"genome": "HG01099_2"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
HG01106	chromatin_conformation	3800000000	{"description": "Omni-C"}	{"coordinate": "chm13", "type": "hic", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/chm13.hic", "name": "HG01106 Omni-c", "options": {"displayMode": "heatmap", "normalization": "KR", "binSize": "10000"}}
HG01106	assembly	1800000000	{"description": "hg38 vs HG01106 hap1"}	{"coordinate": "hg38", "querygenome": "HG01106_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/hap1_vs_hg38.gz", "name": "hg38 vs HG01106 hap1"}
HG01106	assembly	1800000000	{"description": "chm13 vs HG01106 hap1"}	{"coordinate": "chm13", "querygenome": "HG01106_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/hap1_vs_chm13.gz", "name": "chm13 vs HG01106 hap1"}
HG01106	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01106_1", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/RepeatMasker.hap1.bb", "name": "hap1 RepeatMasker", "metadata": {"genome": "HG01106_1"}}
HG01106	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01106_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01106.bed.gz", "name": "hap1 CpG islands", "metadata": {"genome": "HG01106_1"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01106	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01106_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01106_PacBio.bed.gz", "name": "hap1 HMM Flagger (PacBio)", "metadata": {"genome": "HG01106_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01106	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01106_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01106_ONT.bed.gz", "name": "hap1 HMM Flagger (ONT)", "metadata": {"genome": "HG01106_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01106	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01106_1", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/methylation.ONT.hap1.modbed.gz", "name": "hap1 ONT methylation", "metadata": {"genome": "HG01106_1"}, "options": {"color": "#06b6d4"}}
HG01106	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01106_1", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/methylation.PacBio.hap1.methylc.gz", "name": "hap1 PacBio methylation", "metadata": {"genome": "HG01106_1"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
HG01106	chromatin_accessibility	720000000	{"description": "ONT FiberSeq"}	{"coordinate": "HG01106_1", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/fiberseq.ONT.hap1.modbed.gz", "name": "hap1 ONT FiberSeq", "metadata": {"genome": "HG01106_1"}, "options": {"color": "#f59e0b"}}
HG01106	assembly	1800000000	{"description": "hg38 vs HG01106 hap2"}	{"coordinate": "hg38", "querygenome": "HG01106_2", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/hap2_vs_hg38.gz", "name": "hg38 vs HG01106 hap2"}
HG01106	assembly	1800000000	{"description": "chm13 vs HG01106 hap2"}	{"coordinate": "chm13", "querygenome": "HG01106_2", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/hap2_vs_chm13.gz", "name": "chm13 vs HG01106 hap2"}
HG01106	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01106_2", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/RepeatMasker.hap2.bb", "name": "hap2 RepeatMasker", "metadata": {"genome": "HG01106_2"}}
HG01106	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01106_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01106.bed.gz", "name": "hap2 CpG islands", "metadata": {"genome": "HG01106_2"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01106	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01106_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01106_PacBio.bed.gz", "name": "hap2 HMM Flagger (PacBio)", "metadata": {"genome": "HG01106_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01106	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01106_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01106_ONT.bed.gz", "name": "hap2 HMM Flagger (ONT)", "metadata": {"genome": "HG01106_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01106	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01106_2", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/methylation.ONT.hap2.modbed.gz", "name": "hap2 ONT methylation", "metadata": {"genome": "HG01106_2"}, "options": {"color": "#06b6d4"}}
HG01106	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01106_2", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/methylation.PacBio.hap2.methylc.gz", "name": "hap2 PacBio methylation", "metadata": {"genome": "HG01106_2"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
HG01106	chromatin_accessibility	720000000	{"description": "ONT FiberSeq"}	{"coordinate": "HG01106_2", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01106/fiberseq.ONT.hap2.modbed.gz", "name": "hap2 ONT FiberSeq", "metadata": {"genome": "HG01106_2"}, "options": {"color": "#f59e0b"}}
HG01109	chromatin_conformation	3800000000	{"description": "Omni-C"}	{"coordinate": "chm13", "type": "hic", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/chm13.hic", "name": "HG01109 Omni-c", "options": {"displayMode": "heatmap", "normalization": "KR", "binSize": "10000"}}
HG01109	assembly	1800000000	{"description": "hg38 vs HG01109 hap1"}	{"coordinate": "hg38", "querygenome": "HG01109_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/hap1_vs_hg38.gz", "name": "hg38 vs HG01109 hap1"}
HG01109	assembly	1800000000	{"description": "chm13 vs HG01109 hap1"}	{"coordinate": "chm13", "querygenome": "HG01109_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/hap1_vs_chm13.gz", "name": "chm13 vs HG01109 hap1"}
HG01109	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01109_1", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/RepeatMasker.hap1.bb", "name": "hap1 RepeatMasker", "metadata": {"genome": "HG01109_1"}}
HG01109	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01109_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01109.bed.gz", "name": "hap1 CpG islands", "metadata": {"genome": "HG01109_1"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01109	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01109_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01109_PacBio.bed.gz", "name": "hap1 HMM Flagger (PacBio)", "metadata": {"genome": "HG01109_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01109	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01109_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01109_ONT.bed.gz", "name": "hap1 HMM Flagger (ONT)", "metadata": {"genome": "HG01109_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01109	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01109_1", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/methylation.ONT.hap1.modbed.gz", "name": "hap1 ONT methylation", "metadata": {"genome": "HG01109_1"}, "options": {"color": "#06b6d4"}}
HG01109	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01109_1", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/methylation.PacBio.hap1.methylc.gz", "name": "hap1 PacBio methylation", "metadata": {"genome": "HG01109_1"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
HG01109	assembly	1800000000	{"description": "hg38 vs HG01109 hap2"}	{"coordinate": "hg38", "querygenome": "HG01109_2", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/hap2_vs_hg38.gz", "name": "hg38 vs HG01109 hap2"}
HG01109	assembly	1800000000	{"description": "chm13 vs HG01109 hap2"}	{"coordinate": "chm13", "querygenome": "HG01109_2", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/hap2_vs_chm13.gz", "name": "chm13 vs HG01109 hap2"}
HG01109	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01109_2", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/RepeatMasker.hap2.bb", "name": "hap2 RepeatMasker", "metadata": {"genome": "HG01109_2"}}
HG01109	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01109_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01109.bed.gz", "name": "hap2 CpG islands", "metadata": {"genome": "HG01109_2"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01109	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01109_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01109_PacBio.bed.gz", "name": "hap2 HMM Flagger (PacBio)", "metadata": {"genome": "HG01109_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01109	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01109_2", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01109_ONT.bed.gz", "name": "hap2 HMM Flagger (ONT)", "metadata": {"genome": "HG01109_2"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01109	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01109_2", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/methylation.ONT.hap2.modbed.gz", "name": "hap2 ONT methylation", "metadata": {"genome": "HG01109_2"}, "options": {"color": "#06b6d4"}}
HG01109	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01109_2", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01109/methylation.PacBio.hap2.methylc.gz", "name": "hap2 PacBio methylation", "metadata": {"genome": "HG01109_2"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
HG01123	chromatin_conformation	3800000000	{"description": "Omni-C"}	{"coordinate": "chm13", "type": "hic", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01123/chm13.hic", "name": "HG01123 Omni-c", "options": {"displayMode": "heatmap", "normalization": "KR", "binSize": "10000"}}
HG01123	assembly	1800000000	{"description": "hg38 vs HG01123 hap1"}	{"coordinate": "hg38", "querygenome": "HG01123_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01123/hap1_vs_hg38.gz", "name": "hg38 vs HG01123 hap1"}
HG01123	assembly	1800000000	{"description": "chm13 vs HG01123 hap1"}	{"coordinate": "chm13", "querygenome": "HG01123_1", "type": "genomealign", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01123/hap1_vs_chm13.gz", "name": "chm13 vs HG01123 hap1"}
HG01123	repeatmasker	140000000	{"description": "Repeat masker"}	{"coordinate": "HG01123_1", "type": "repeatmasker", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01123/RepeatMasker.hap1.bb", "name": "hap1 RepeatMasker", "metadata": {"genome": "HG01123_1"}}
HG01123	annotation	1300000	{"description": "CpG island annotation"}	{"coordinate": "HG01123_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/CGI/categorical/HG01123.bed.gz", "name": "hap1 CpG islands", "metadata": {"genome": "HG01123_1"}, "options": {"category": {"1": {"name": "CpG Island", "color": "#1F3A5F"}, "2": {"name": "CpG Shore", "color": "#4A79A8"}, "3": {"name": "CpG Shelf", "color": "#A9C7E8"}}, "height": 23}}
HG01123	annotation	4000	{"description": "HMM Flagger PacBio"}	{"coordinate": "HG01123_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01123_PacBio.bed.gz", "name": "hap1 HMM Flagger (PacBio)", "metadata": {"genome": "HG01123_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01123	annotation	4000	{"description": "HMM Flagger ONT"}	{"coordinate": "HG01123_1", "type": "categorical", "url": "https://wangcluster.wustl.edu/~wzhang/projects/HPRCEN/data/annotations/hmm_flagger/HG01123_ONT.bed.gz", "name": "hap1 HMM Flagger (ONT)", "metadata": {"genome": "HG01123_1"}, "options": {"category": {"Col": {"name": "Collapsed", "color": "rgb(170,0,255)"}, "NNN": {"name": "NNN", "color": "rgb(0,0,0)"}, "Err": {"name": "Erroneous", "color": "rgb(162,0,37)"}, "Dup": {"name": "Duplicated", "color": "rgb(250,104,0)"}}}}
HG01123	methylation	3200000000	{"description": "PacBio methylation"}	{"coordinate": "HG01123_1", "type": "modbed", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01123/methylation.ONT.hap1.modbed.gz", "name": "hap1 ONT methylation", "metadata": {"genome": "HG01123_1"}, "options": {"color": "#06b6d4"}}
HG01123	methylation	320000000	{"description": "PacBio methylation"}	{"coordinate": "HG01123_1", "type": "methylc", "url": "https://hprc-epigenome.s3.us-east-2.amazonaws.com/samples/HG01123/methylation.PacBio.hap1.methylc.gz", "name": "hap1 PacBio methylation", "metadata": {"genome": "HG01123_1"}, "options": {"isCombineStrands": true, "colorsForContext": {"CG": {"color": "#0891b2", "background": "white"}}}}
